1531468200,52.2135,0.0964,0
1531468250,52.2133,0.0953888,250
1531468300,52.213,0.0945756,500
1531468350,52.2127,0.0940256,750
1531468400,52.2122,0.0937025,1000
1531468450,52.2116,0.0934696,1250
1531468500,52.2107,0.0931931,1500
1531468550,52.2098,0.0929506,1750
1531468600,52.2088,0.0928479,2000
1531468650,52.2077,0.092904,2250
1531468700,52.2065,0.0930645,2500
1531468750,52.2051,0.0932648,2750
1531468800,52.2036,0.0934374,3000
1531468850,52.202,0.0936002,3250
1531468900,52.2004,0.0938446,3500
1531468950,52.199,0.0943166,3750
1531469000,52.1979,0.095123,4000
1531469050,52.1972,0.0963133,4250
1531469100,52.1968,0.0978695,4500
1531469150,52.1965,0.0996597,4750
1531469200,52.1961,0.101431,5000
1531469250,52.1956,0.103145,5250
1531469300,52.1951,0.104866,5500
1531469350,52.1945,0.106656,5750
1531469400,52.1939,0.108572,6000
1531469450,52.1933,0.110663,6250
1531469500,52.1926,0.112984,6500
1531469550,52.1918,0.115584,6750
1531469600,52.1908,0.118521,7000
1531469650,52.1897,0.121884,7250
1531469700,52.1885,0.125727,7500
1531469750,52.1871,0.130163,7750
1531469800,52.1856,0.135204,8000
1531469850,52.1842,0.140821,8250
1531469900,52.1828,0.146976,8500
1531469950,52.1815,0.153574,8750
1531470000,52.1803,0.160561,9000
1531470050,52.1793,0.167786,9250
1531470100,52.1785,0.17523,9500
1531470150,52.178,0.182857,9750
1531470200,52.1778,0.190656,10000
1531470250,52.1778,0.198596,10250
1531470300,52.1781,0.206659,10500
1531470350,52.1787,0.214793,10750
1531470400,52.1795,0.222847,11000
1531470450,52.1804,0.230809,11250
1531470500,52.1815,0.238467,11500
1531470550,52.1827,0.245551,11750
1531470600,52.184,0.252058,12000
1531470650,52.1854,0.257966,12250
1531470700,52.1867,0.263237,12500
1531470750,52.188,0.267874,12750
1531470800,52.1893,0.271907,13000
1531470850,52.1905,0.275719,13250
1531470900,52.1917,0.279433,13500
1531470950,52.1929,0.28305,13750
1531471000,52.1939,0.286575,14000
1531471050,52.1949,0.290095,14250
1531471100,52.1958,0.293643,14500
1531471150,52.1967,0.297218,14750
1531471200,52.1975,0.300821,15000
1531471250,52.1982,0.304433,15250
1531471300,52.1989,0.307953,15500
1531471350,52.1996,0.311364,15750
1531471400,52.2001,0.314666,16000
1531471450,52.2007,0.317858,16250
1531471500,52.2012,0.320941,16500
1531471550,52.2016,0.323848,16750
1531471600,52.2021,0.326418,17000
1531471650,52.2026,0.328643,17250
1531471700,52.2031,0.330523,17500
1531471750,52.2037,0.332058,17750
1531471800,52.2042,0.333247,18000
1531471850,52.2049,0.33409,18250
1531471900,52.2055,0.334587,18500
1531471950,52.2062,0.334737,18750
1531472000,52.2069,0.33456,19000
1531472050,52.2076,0.334147,19250
1531472100,52.2083,0.333509,19500
1531472150,52.209,0.332648,19750
1531472200,52.2097,0.331562,20000
1531472250,52.2104,0.330253,20250
1531472300,52.2112,0.328719,20500
1531472350,52.2119,0.326962,20750
1531472400,52.2126,0.32498,21000
1531472450,52.2134,0.322758,21250
1531472500,52.214,0.320265,21500
1531472550,52.2147,0.317502,21750
1531472600,52.2153,0.314467,22000
1531472650,52.2159,0.311161,22250
1531472700,52.2165,0.307584,22500
1531472750,52.217,0.303737,22750
1531472800,52.2175,0.299619,23000
1531472850,52.2179,0.295231,23250
1531472900,52.2183,0.290573,23500
1531472950,52.2187,0.285644,23750
1531473000,52.2191,0.280446,24000
1531473050,52.2194,0.274978,24250
1531473100,52.2197,0.269257,24500
1531473150,52.22,0.263363,24750
1531473200,52.2203,0.25731,25000
1531473250,52.2206,0.251096,25250
1531473300,52.221,0.244722,25500
1531473350,52.2213,0.238186,25750
1531473400,52.2216,0.231489,26000
1531473450,52.222,0.224629,26250
1531473500,52.2223,0.217607,26500
1531473550,52.2227,0.210422,26750
1531473600,52.223,0.203074,27000
1531473650,52.2234,0.195552,27250
1531473700,52.2238,0.18784,27500
1531473750,52.2242,0.179938,27750
1531473800,52.2246,0.171847,28000
1531473850,52.225,0.163568,28250
1531473900,52.2255,0.155101,28500
1531473950,52.226,0.146448,28750
1531474000,52.2265,0.13761,29000
1531474050,52.227,0.128587,29250
1531474100,52.2275,0.11938,29500
1531474150,52.2281,0.10999,29750
1531474200,52.2287,0.100417,30000
1531474250,52.2292,0.0915093,28066.9
1531474300,52.2296,0.0839241,26398.8
1531474350,52.2299,0.0774009,24936.2
1531474400,52.2303,0.0718851,23639.3
